Card Name,Quantity,Set Code,Number
Sprouting Vines,2,SCG,128
Standing Troops,1,7ED,48
Swat,8,ONS,174
Torture,1,HML,59b
Zoo Escapees,1,TMT,138
Alania's Pathmaker,1,BLB,123
Banishing Light,1,BLB,1
Battlefield Medic,2,ONS,9
Bayou Dragonfly,2,TMP,215
Bite Down on Crime,1,MKM,154
Bog Glider,1,PCY,58
Eager Cadet,1,7ED,14
Elephant Ambush,4,ODY,240
Elvish Pathcutter,4,ONS,256
Erratic Explosion,8,ONS,201
Escape Routes,1,PLS,25
Expedition Skulker,1,ZNR,101
Foot Soldiers,8,9ED,14
Foraging Wickermaw,1,ECL,256
Goblin Firebug,2,LGN,98
Goblin Turncoat,2,LGN,72
Goblins of the Flarg,2,CHR,51
Grizzled Wolverine,1,ICE,192
Hipparion,1,5ED,34
Honor Guard,1,7ED,21
Hullcarver,1,EOE,105
Longhorn Firebeast,4,TOR,103
Lowland Giant,1,TMP,187
Mirror Wall,8,JUD,47
Mountain Yeti,2,CHR,53
Nausea,1,7ED,148
Noble Templar,8,SCG,19
Pacifism,2,ONS,47
Patriarch's Desire,2,ODY,156
Pincer Spider,2,INV,201
Recalibrate,1,MH2,57
Remove Soul,2,9ED,93
Rhystic Deluge,1,PCY,43
Sailor of Means,1,CMR,88
Samite Healer,4,8ED,41
Screeching Buzzard,2,ONS,165
Serpent Warrior,4,7ED,162
Shanodin Dryads,1,5ED,325
Sheltering Boughs,1,VOW,218
Simplify,2,ODY,269
Smite,2,STH,17
Spark Harvest,1,CMR,150
Spike Drone,1,TMP,258
Stone Kavu,4,PLS,93
Stonehands,3,ICE,219
Suntail Hawk,2,JUD,28
Tavern Ruffian // Tavern Smasher,2,MID,296
Took Reaper,1,LTR,35
Tremor,2,7ED,225
Warrior's Honor,1,VIS,24
Waste Away,2,TOR,88
Wind Drake,1,6ED,106
Wings of Hope,1,INV,289
Wormfang Newt,2,JUD,59
Abbey Matron,1,HML,2b
Armor of Faith,1,5ED,8
Armor of Faith,1,ICE,4
Aven Envoy,8,LGN,30
Bog Down,3,PLS,39
Catalog,6,8ED,65
Circle of Protection: Black,1,ICE,12
Daunting Defender,8,ONS,21
Dead Ringers,4,APC,37
Death Ward,1,ICE,19
Dega Disciple,3,APC,4
Dematerialize,4,ODY,81
Divert Disaster,1,EOE,55
Flowstone Blade,1,STH,83
Foul Familiar,1,ICE,126
Frozen Solid,8,SCG,36
Giant Cockroach,2,7ED,138
Giant Growth,6,9ED,243
Giant Strength,1,TMP,178
Gilt-Leaf's Embrace,1,ECL,177
Goblin Raider,6,8ED,191
Goretusk Firebeast,2,JUD,91
Heart-Piercer Bow,4,M20,228
Heroic Defiance,1,PLS,6
Infernal Caretaker,4,LGN,76
Knight Errant,6,7ED,24
Knight Luminary,1,EOE,23
Manacles of Decay,1,APC,14
Maniacal Rage,4,INV,155
Merfolk of the Pearl Trident,1,5ED,104
Nantuko Disciple,2,ODY,253
"Oroku Saki, Shredder Rising",2,TMT,68
Phyrexian Slayer,3,INV,118
Plague Beetle,2,9ED,154
Pond Prophet,1,BLB,229
Ray of Distortion,8,ODY,42
Return to the Sewers,1,TMT,52
Rig for War,2,EOE,156
Rimrock Knight // Boulder Rush,4,ELD,137
Riverguard's Reflexes,1,ECL,33
Safewright Cavalry,1,ECL,191
Scornful Egotist,8,SCG,50
Shatter,1,5ED,265
Shoreline Ranger,6,SCG,51
Skirk Commando,2,ONS,228
Skystinger,1,EOE,207
Sonar Strike,1,BLB,32
Spike Worker,2,STH,120
Storm Crow,1,6ED,101
Surly Farrier,2,ECL,196
Tempest Angler,1,BLB,235
Thornscape Apprentice,2,INV,215
Treeguard Duo,1,BLB,200
Trick Shot,2,OTJ,151
Vigilant Drake,4,7ED,109
Whipstitched Zombie,1,PCY,81
Wild Unraveling,2,ECL,84
Zealous Inquisitor,6,SCG,27
Agate Assault,1,BLB,122
Amphibious Kavu,2,PLS,78
Armorer Guildmage,1,MIR,156
Aven Trooper,2,TOR,2
Balduvian Barbarians,1,ICE,172
Barkform Harvester,1,BLB,243
Break Asunder,4,SCG,113
Caldera Kavu,4,PLS,58
Cinder Strike,2,ECL,131
Cloud Spirit,2,STH,26
Coiled Tinviper,1,TMP,279
Crafty Pathmage,8,9ED,71
Crossbow Ambush,1,STH,105
Crown of Ascension,2,ONS,78
Daru Healer,6,ONS,19
Daru Stinger,2,LGN,10
Dwarven Landslide,2,APC,60
Dwynen's Elite,1,FDN,218
Evolving Wilds,1,EOC,158
Feed the Flames,1,ECL,137
Fledgling Imp,8,ODY,137
Gangly Stompling,1,ECL,226
Gaseous Form,3,5ED,90
Giant Crab,1,TMP,66
Giant Warthog,6,JUD,118
Goblin Sky Raider,6,9ED,195
Gristle Glutton,1,ECL,144
Guac & Marshmallow Pizza,2,TMT,116
Guided Strike,1,WTH,16
Hallowed Healer,2,ODY,25
Heal,1,5ED,32
Heart-Piercer Bow,4,CMM,390
Hindering Touch,6,SCG,37
Hooded Kavu,2,INV,147
Horned Turtle,1,TMP,67
Hypnotic Cloud,4,INV,109
Ironroot Treefolk,1,5ED,305
"Jennika, Bad Apple Big Sister",2,TMT,203
Kamahl's Sledge,2,TOR,102
Leaf Dancer,2,ODY,249
Longstalk Brawl,1,BLB,182
Macetail Hystrodon,8,LGN,106
Mesa Falcon,1,5ED,46
Midnight Tilling,1,ECL,182
Orbital Plunge,3,EOE,149
Orcish Spy,2,8ED,208
Pacifism,1,TMP,34
Pouncing Kavu,1,INV,158
Probe,2,INV,66
Profane Prayers,8,ONS,162
Rabid Elephant,2,ODY,263
Restrain,1,INV,30
Sabretooth Tiger,4,7ED,215
Serpentine Kavu,3,INV,211
Shrink,1,5ED,326
Singe,1,PLS,71
Skyshroud Troopers,2,STH,115
Skywing Aven,2,TOR,47
Sleeping Potion,1,PLS,34
Slimy Kavu,2,INV,170
Soul Burn,1,INV,124
Soul Scourge,2,TOR,85
Soul-Guide Gryff,1,MID,35
Spirit Flare,8,TOR,15
Springing Tiger,2,ODY,272
Strength of Night,1,APC,86
Strength of Unity,1,INV,40
Tainted Well,1,INV,126
Tectonic Rift,1,M20,161
Thalakos Sentry,1,TMP,95
Tower Drake,1,INV,82
Tranquility,1,TMP,261
Unholy Strength,1,7ED,168
Urborg Uprising,1,APC,53
Wall of Diffusion,1,TMP,211
Wild Elephant,1,MIR,254
Wipe Clean,8,SCG,26
Yavimaya Barbarian,4,INV,290
Aven Cloudchaser,2,9ED,3
"Bebop, Warthog Warrior",1,TMT,59
Bloodstoke Howler,2,LGN,89
Bola Warrior,1,NEM,78
Bot Bashing Time,2,TMT,85
Brush with Death,1,STH,52
Canopy Claws,4,JUD,108
Cat Warriors,1,5ED,282
Cosmium Blast,1,LCI,7
Crossroads Watcher,1,ECL,173
Daru Cavalier,8,ONS,18
Disciple of the Sun,1,MH2,11
Duct Crawler,1,STH,79
Firebreathing,4,9ED,181
Firemind Vessel,1,CMM,383
Foot Headquarters,1,TMT,185
Fungal Colossus,1,EOE,184
Galina's Knight,2,INV,248
Giant Spider,2,7ED,249
Goblin Raider,1,7ED,192
Gravedigger,2,8ED,138
Gravedigger,4,9ED,136
Grizzly Bears,2,9ED,246
Gustcloak Harrier,8,ONS,34
Hydromorph Guardian,8,TOR,39
Illvoi Light Jammer,1,EOE,60
Ironclaw Orcs,1,5ED,245
Kavu Scout,2,INV,151
Krosan Avenger,6,ODY,247
Krovikan Fetish,1,5ED,172
Lava Axe,6,8ED,197
Lava Axe,4,7ED,199
Lost in Space,1,EOE,62
Lost in Thought,8,JUD,45
Mechanozoa,1,EOE,66
Merrow Skyswimmer,1,ECL,234
Morbid Hunger,4,ODY,150
Mouser Foundry,2,TMT,96
Nyxborn Courser,1,THB,29
Omni-Cheese Pizza,2,TMT,176
Ophidian,1,WTH,45
Pardic Swordsmith,8,ODY,213
Pilgrim of Virtue,2,ODY,41
Plague Beetle,8,8ED,154
Raccoon Rallier,1,BLB,148
Ragamuffin Raptor,2,TMT,130
"Rocksteady, Crash Courser",1,TMT,131
Samite Healer,1,6ED,40
Scales of Shale,1,BLB,110
Screaming Seahawk,4,ONS,112
Skyshroud Sentinel,4,NEM,121
Squirrelanoids,2,TMT,81
Starbreach Whale,1,EOE,77
Starfighter Pilot,1,EOE,38
Steampath Charger,1,BLB,153
Stormwatch Eagle,3,PCY,50
Taste of Paradise,1,ALL,100b
The Chase Is On,1,MKM,304
Three Tree Mascot,1,BLB,251
Tidal Surge,2,STH,46
Trained Armodon,8,8ED,284
Venerable Monk,4,8ED,55
Viashino Grappler,1,INV,179
Workshop Assistant,1,KLD,241
Accelerated Mutation,2,SCG,109
Aven Liberator,6,SCG,4
Aven Redeemer,2,LGN,3
Blooming Stinger,1,EOE,174
Cephalid Looter,2,ODY,72
Cephalid Looter,2,ODY,72†
Cephalid Scout,4,ODY,74
Chrome Companion,1,EOE,236
Cindering Cutthroat,1,BLB,208
Circle of Protection: Green,1,TMP,10
Coast Watcher,4,SCG,30
Crown of Suspicion,8,ONS,134
D'Avenant Archer,1,6ED,15
Dazzling Beauty,1,MIR,8
Disempower,1,MIR,9
Dispersal Shield,6,SCG,33
"Donatello, Turtle Techie",1,TMT,37
Elven Cache,1,VIS,105
Exosuit Savior,1,EOE,16
Faerie Squadron,1,INV,58
Fear,1,5ED,162
Filthy Cur,8,ODY,136
Firescreamer,4,INV,106
Fit of Rage,1,6ED,178
Foot Elite,1,TMT,146
Foul Imp,1,STH,59
Frontline Strategist,2,SCG,15
Giant Albatross,3,HML,27a
Golden-Tail Disciple,1,NEO,15
Grounded for Life,1,TMT,7
Honor Guard,1,STH,7
Horned Turtle,1,6ED,74
Horned Turtle,2,8ED,83
Infantry Veteran,2,9ED,21
Kavu Climber,4,INV,192
Kavu Recluse,4,PLS,64
Krosan Vorine,2,LGN,131
Laccolith Grunt,1,NEM,87
Lead Astray,2,JUD,14
Loyal Pegasus,3,BNG,19
Lumengrid Warden,8,9ED,84
Mad Dog,8,ODY,202
Mind Rot,1,7ED,147
Mystic Zealot,4,ODY,36
Nantuko Disciple,8,8ED,268
Needleshot Gourna,8,LGN,133
Nosy Goblin,6,ONS,220
Pinpoint Avalanche,8,ONS,221
Raka Disciple,2,APC,66
Red Herring,1,MKM,142
Retro-Mutation,1,TMT,51
Sabretooth Tiger,1,6ED,203
Sacred Nectar,4,8ED,40
Scavenged Weaponry,1,INV,123
Seedpod Squire,1,BLB,232
Severed Legion,4,8ED,163
Severed Legion,4,ONS,166
Silt Crawler,1,PCY,123
Skyshroud Archer,1,STH,114
Skywhaler's Shot,4,CMR,46
Slipstream Eel,4,ONS,114
Spectral Searchlight,1,CMR,342
Stagecoach Security,1,OTJ,30
Symbiotic Elf,8,ONS,288
Torrent of Fire,8,SCG,107
Trained Armodon,1,6ED,257
Treetop Bracers,4,NEM,123
Treetop Bracers,4,9ED,276
Vicious Hunger,2,8ED,171
Vodalian Soldiers,1,5ED,134
Wind Drake,3,7ED,114
Wurmwall Sweeper,1,EOE,249
Abundant Maw,1,INR,1
Aven Fisher,6,8ED,61
Banishing Light,1,EOE,6
Battering Craghorn,2,ONS,188
Bonebind Orator,1,BLB,84
Brazen Freebooter,1,CMR,164
Broken Wings,1,DMU,157
Cabal Inquisitor,8,ODY,119
Choking Tethers,8,ONS,74
Coastal Hornclaw,6,8ED,66
Corpseberry Cultivator,1,BLB,210
D'Avenant Archer,1,5ED,23
Dark Banishing,2,8ED,123
Dark Endurance,1,EOE,93
Daru Sanctifier,2,LGN,9
Demystify,2,8ED,16
Diplomatic Relations,1,EOE,177
Disciple of Grace,6,ONS,25
Disciple of Kangee,3,PLS,3
Dreamwinder,2,ODY,83
EPF Point Squad,1,TMT,145
Errantry,1,5ED,224
Flamekin Gildweaver,1,ECL,140
Flaring Cinder,1,ECL,225
Foot Ninjas,1,TMT,209
Galactic Wayfarer,1,EOE,185
Gustcloak Runner,8,ONS,35
Hero's Resolve,1,6ED,24
Highway Robber,2,9ED,138
Hollow Dogs,1,7ED,141
Honor Guard,8,8ED,25
Hungry Ghoul,1,FDN,62
Hungry Mist,1,5ED,302
Insolence,3,PLS,63
Inspiration,8,8ED,85
Kavaron Turbodrone,1,EOE,141
Knights of Dol Amroth,1,LTR,432
Lightshell Duo,1,BLB,56
Living Airship,2,APC,28
Looming Shade,8,8ED,140
Lost Soul,1,5ED,175
Magma Burst,2,PLS,66
Manhole Missile,2,TMT,94
Mischievous Sneakling,1,ECL,235
Monstrous Growth,2,8ED,266
Moss Monster,6,8ED,267
Null Group Biological Assets,1,TMT,98
Pileated Provisioner,1,BLB,25
Raging Goblin,2,8ED,212
Sage Aven,4,9ED,95
Sandskin,8,ONS,52
Sandstone Warrior,8,9ED,215
Scaled Wurm,1,6ED,251
Scathe Zombies,1,5ED,192
Sea Monster,2,9ED,96
Serpent Warrior,4,9ED,162
Shatter,4,8ED,220
Sootfeather Flock,2,LGN,82
Starlight Invoker,4,LGN,20
Stomped by the Foot,1,TMT,82
Temporal Cleansing,1,MOM,80
Thornplate Intimidator,2,BLB,117
Thunderscape Apprentice,1,INV,174
Urborg Skeleton,1,INV,134
Venerable Monk,1,6ED,50
Veteran Guardmouse,1,BLB,237
Volcano Imp,3,PLS,56
Wanderguard Sentry,8,9ED,111
Wind Drake,8,8ED,114
Zealous Display,2,EOE,45
Zephyr Falcon,1,5ED,137
Auxiliary Boosters,1,EOE,5
Aven Cloudchaser,4,8ED,5
Backslide,8,ONS,70
Battle-Scarred Goblin,1,LTR,115
Belbe's Percher,1,NEM,53
Blighted Blackthorn,1,ECL,90
Canyon Wildcat,4,8ED,181
Defender en-Vec,1,NEM,5
Defensive Maneuvers,2,ONS,23
Dripping Dead,4,LGN,67
East Wind Avatar,3,TMT,5
Enfeeblement,1,6ED,125
Explosive Growth,1,INV,187
Fen Stalker,1,PCY,64
Flame-Chain Mauler,1,ECL,138
Foothill Guide,4,ONS,29
Frenzied Tilling,3,INV,247
Fugitive Wizard,2,9ED,80
Gaseous Form,1,TMP,65
Giant Spider,1,6ED,234
Glintwing Invoker,6,LGN,40
Goblin Digging Team,1,5ED,234
Grapeshot Catapult,1,5ED,375
Grassland Crusader,8,ONS,32
Gravedigger,1,M12,99
Hunting Drake,1,PLS,27
Intrepid Tenderfoot,1,EOE,193
Krosan Archer,8,ODY,246
Lightning Blast,1,6ED,193
Lowland Tracker,8,LGN,17
Make Your Move,1,TMT,20
Mechan Shieldmate,1,EOE,65
Mercurial Kite,2,SCG,39
Mind Drill Assailant,2,BLB,225
Mind Transfer Protocol,1,TMT,45
Norwood Ranger,2,8ED,271
Punk Frogs,1,TMT,164
Pygmy Pyrosaur,4,7ED,208
Quirion Sentinel,1,INV,204
Radiant Strike,1,EOE,29
Recuperate,8,SCG,21
Red Tiger Mechan,1,EOE,154
Rootwalla,2,9ED,268
Rootwalla,1,TMP,252
Sacred Nectar,4,9ED,38
Sage Aven,8,ONS,111
Samite Healer,1,5ED,58
Sanctum Spirit,6,2XM,30
Sea Monster,2,8ED,99
Snarling Undorak,4,ONS,283
Sneaky Homunculus,4,8ED,101
Spike Colony,2,STH,117
Spined Karok,1,STX,143
Spineless Thug,6,9ED,165
Spiral into Solitude,1,ECL,36
Steel Leaf Paladin,1,PLS,127
Thawbringer,1,EOE,211
Thraben Exorcism,1,MID,39
Treespring Lorian,8,ONS,293
Tumble Magnet,1,SOM,218
Utrom Scientists,2,TMT,56
Vodalian Serpent,4,INV,86
Wanderwine Distracter,1,ECL,82
Waterspout Warden,1,BLB,80
Arena Athlete,1,UMA,123
Aven Farseer,4,SCG,3
Balduvian Barbarians,8,8ED,176
Berserk Murlodont,4,LGN,117
Coral Eel,2,8ED,70
Dehydration,8,9ED,73
Dire Downdraft,1,BLB,46
Enfeeblement,2,9ED,127
Flight,6,8ED,80
Foul Imp,2,9ED,132
Fugitive Wizard,6,8ED,81
Fugitive Wizard,6,LGN,38
Giant Cockroach,4,9ED,133
Healing Salve,2,6ED,22
Insatiable Skittermaw,1,EOE,108
Insectoid Exterminator,2,TMT,64
Jungle Wurm,1,MIR,224
Liminal Hold,1,ECL,24
Llanowar Knight,1,INV,254
Mutant Chain Reaction,1,TMT,125
Nightwhorl Hermit,1,BLB,62
Nobody,3,TMT,161
Outlaws' Fury,1,OTJ,136
Panic Attack,2,8ED,209
Psychic Whorl,1,BLB,105
Razorfoot Griffin,6,8ED,36
Rust-Shield Rampager,2,BLB,190
Samite Healer,2,9ED,39
Sandstone Warrior,1,TMP,199
Sea Snidd,1,PLS,31
Selfcraft Mechan,2,EOE,74
Stormrider Spirit,1,MID,79
Time Ebb,8,9ED,107
Touch of Invisibility,8,ODY,109
Waylaying Pirates,1,LCI,85
Action News Crew,1,TMT,1
Anaba Bodyguard,1,6ED,164
Aven Flock,4,8ED,6
Aven Flock,4,9ED,4
Aven Windreader,4,9ED,62
Barbed Bloodletter,1,ECL,86
Canyon Wildcat,4,TMP,167
Cephalid Aristocrat,2,TOR,27
Cloudsculpt Technician,1,EOE,49
Divine Offering,1,5ED,27
Hardened Escort,1,DSK,16
High Stride,1,BLB,176
Icatian Scout,2,5ED,37
Kulrath Mystic,1,ECL,56
Manifest Dread,1,DSK,189
Mesa Pegasus,2,5ED,47
Mourning,1,INV,111
Nocturnal Hunger,1,BLB,102
Oreplate Pangolin,1,EOE,150
Pyrotechnics,1,6ED,199
Redeem,6,8ED,37
Reflexes,6,8ED,213
Regeneration,1,5ED,321
Ridgeline Rager,8,8ED,215
Scavenger Folk,1,5ED,323
Serpent Warrior,4,8ED,161
Standing Troops,4,8ED,48
Sun-Dappled Celebrant,1,ECL,37
Waterfall Aerialist,1,STX,61
Elf Token,2,TECL,4
Food Token,1,TTMT,8
Lander Token,2,TEOE,4
Lander Token,1,TEOE,5
Lander Token,2,TEOE,7
Mutagen Token,5,TTMT,9
Robot Token,1,TEOE,10
Plains,2,EOE,262
Swamp,1,BLB,270
Plains,1,BLB,263
Forest,1,BLB,278
Plains,1,EOE,268
Forest,1,BLB,279
Island,1,BLB,266
Plains,3,ECL,274
Mountain,2,TMT,194
Plains,1,BLB,262
Swamp,1,EOE,272
Island,1,EOE,269
Swamp,1,EOE,271
Swamp,1,DSK,281
